0.0000E+00 6.4274E+00 3.1321E+00
0.0000E+00 6.4274E+00 3.1321E+00
0.0000E+00 6.4274E+00 3.1318E+00
0.0000E+00 6.4273E+00 3.1315E+00
0.0000E+00 6.4273E+00 3.1312E+00
0.0000E+00 6.4273E+00 3.1309E+00
0.0000E+00 6.4273E+00 3.1306E+00
0.0000E+00 6.4273E+00 3.1303E+00
0.0000E+00 6.4273E+00 3.1300E+00
0.0000E+00 6.4273E+00 3.1296E+00
0.0000E+00 6.4273E+00 3.1293E+00
0.0000E+00 6.4273E+00 3.1290E+00
0.0000E+00 6.4273E+00 3.1287E+00
0.0000E+00 6.4273E+00 3.1284E+00
0.0000E+00 6.4274E+00 3.1281E+00
0.0000E+00 6.4274E+00 3.1278E+00
0.0000E+00 6.4274E+00 3.1275E+00
0.0000E+00 6.4274E+00 3.1272E+00
0.0000E+00 6.4274E+00 3.1269E+00
0.0000E+00 6.4274E+00 3.1265E+00
0.0000E+00 6.4274E+00 3.1262E+00
0.0000E+00 6.4275E+00 3.1259E+00
0.0000E+00 6.4275E+00 3.1256E+00
0.0000E+00 6.4275E+00 3.1253E+00
0.0000E+00 6.4275E+00 3.1250E+00
0.0000E+00 6.4275E+00 3.1247E+00
0.0000E+00 6.4276E+00 3.1244E+00
0.0000E+00 6.4276E+00 3.1241E+00
0.0000E+00 6.4276E+00 3.1238E+00
0.0000E+00 6.4276E+00 3.1234E+00
0.0000E+00 6.4276E+00 3.1231E+00
0.0000E+00 6.4277E+00 3.1228E+00
0.0000E+00 6.4277E+00 3.1225E+00
0.0000E+00 6.4277E+00 3.1222E+00
0.0000E+00 6.4277E+00 3.1219E+00
0.0000E+00 6.4278E+00 3.1216E+00
0.0000E+00 6.4278E+00 3.1213E+00
0.0000E+00 6.4278E+00 3.1210E+00
0.0000E+00 6.4279E+00 3.1206E+00
0.0000E+00 6.4279E+00 3.1203E+00
0.0000E+00 6.4279E+00 3.1200E+00
0.0000E+00 6.4280E+00 3.1197E+00
0.0000E+00 6.4280E+00 3.1194E+00
0.0000E+00 6.4280E+00 3.1191E+00
0.0000E+00 6.4280E+00 3.1188E+00
0.0000E+00 6.4281E+00 3.1185E+00
0.0000E+00 6.4281E+00 3.1181E+00
0.0000E+00 6.4282E+00 3.1178E+00
0.0000E+00 6.4282E+00 3.1175E+00
0.0000E+00 6.4282E+00 3.1172E+00
0.0000E+00 6.4283E+00 3.1169E+00
0.0000E+00 6.4283E+00 3.1166E+00
0.0000E+00 6.4283E+00 3.1163E+00
0.0000E+00 6.4284E+00 3.1160E+00
0.0000E+00 6.4284E+00 3.1156E+00
0.0000E+00 6.4284E+00 3.1153E+00
0.0000E+00 6.4285E+00 3.1150E+00
0.0000E+00 6.4285E+00 3.1147E+00
0.0000E+00 6.4286E+00 3.1144E+00
0.0000E+00 6.4286E+00 3.1141E+00
0.0000E+00 6.4286E+00 3.1138E+00
0.0000E+00 6.4287E+00 3.1135E+00
0.0000E+00 6.4287E+00 3.1131E+00
0.0000E+00 6.4288E+00 3.1128E+00
0.0000E+00 6.4288E+00 3.1125E+00
0.0000E+00 6.4289E+00 3.1122E+00
0.0000E+00 6.4289E+00 3.1119E+00
0.0000E+00 6.4290E+00 3.1116E+00
0.0000E+00 6.4290E+00 3.1113E+00
0.0000E+00 6.4291E+00 3.1110E+00
0.0000E+00 6.4291E+00 3.1106E+00
0.0000E+00 6.4292E+00 3.1103E+00
0.0000E+00 6.4292E+00 3.1100E+00
0.0000E+00 6.4293E+00 3.1097E+00
0.0000E+00 6.4293E+00 3.1094E+00
0.0000E+00 6.4294E+00 3.1091E+00
0.0000E+00 6.4294E+00 3.1088E+00
0.0000E+00 6.4295E+00 3.1085E+00
0.0000E+00 6.4295E+00 3.1081E+00
0.0000E+00 6.4296E+00 3.1078E+00
0.0000E+00 6.4296E+00 3.1075E+00
0.0000E+00 6.4297E+00 3.1072E+00
0.0000E+00 6.4297E+00 3.1069E+00
0.0000E+00 6.4298E+00 3.1066E+00
0.0000E+00 6.4298E+00 3.1063E+00
0.0000E+00 6.4298E+00 3.1060E+00
0.0000E+00 6.4299E+00 3.1057E+00
0.0000E+00 6.4299E+00 3.1053E+00
0.0000E+00 6.4300E+00 3.1050E+00
0.0000E+00 6.4300E+00 3.1047E+00
0.0000E+00 6.4301E+00 3.1044E+00
0.0000E+00 6.4301E+00 3.1041E+00
0.0000E+00 6.4302E+00 3.1038E+00
0.0000E+00 6.4302E+00 3.1035E+00
0.0000E+00 6.4303E+00 3.1032E+00
